heatmap_type,summarization_method,aggregation_type,simulation_name,failures,detected,undetected,undetectable,ttm,accuracy,fpr,precision,recall,f3
faster-scorecam,seg_merge_hm,max,ood/xai-track1-day-night,2,2,0,1,1,96,4,33,100,83
faster-scorecam,seg_merge_hm,max,ood/xai-track1-day-night,2,2,0,1,2,96,4,33,100,83
faster-scorecam,seg_merge_hm,max,ood/xai-track1-day-night,3,3,0,0,3,96,4,43,100,88
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-10,2,2,0,1,1,96,4,33,100,83
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-10,2,2,0,1,2,96,4,33,100,83
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-10,3,3,0,0,3,96,4,43,100,88
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-100,4,4,0,0,1,96,4,50,100,91
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-100,4,4,0,0,2,96,4,50,100,91
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-100,4,4,0,0,3,96,4,50,100,91
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-20,4,4,0,1,1,96,4,50,100,91
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-20,4,4,0,1,2,96,4,50,100,91
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-20,5,2,3,0,3,94,4,33,40,39
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-40,3,3,0,0,1,96,4,43,100,88
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-40,3,3,0,0,2,96,4,43,100,88
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-40,3,1,2,0,3,94,4,20,33,31
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-50,3,3,0,1,1,96,4,43,100,88
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-50,3,3,0,1,2,96,4,43,100,88
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-50,3,1,2,1,3,94,4,20,33,31
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-60,1,1,0,0,1,96,4,20,100,71
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-60,1,1,0,0,2,96,4,20,100,71
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-60,1,1,0,0,3,96,4,20,100,71
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-70,2,2,0,0,1,96,4,33,100,83
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-70,2,2,0,0,2,96,4,33,100,83
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-70,2,0,2,0,3,0,0,0,0,0
faster-scorecam,seg_merge_hm,max,ood/xai-track1-fog-80,1,1,0,0,1,96,4,20,100,71
