heatmap_type,summarization_method,aggregation_type,simulation_name,failures,detected,undetected,undetectable,ttm,accuracy,fpr,precision,recall,f3
smoothgrad,seg_merge_hm,mean,ood/xai-track1-day-night,2,1,1,1,1,96,3,25,50,45
smoothgrad,seg_merge_hm,mean,ood/xai-track1-day-night,2,0,2,1,2,0,0,0,0,0
smoothgrad,seg_merge_hm,mean,ood/xai-track1-day-night,3,2,1,0,3,96,3,40,67,62
smoothgrad,seg_merge_hm,max,ood/xai-track1-day-night,2,2,0,1,1,96,4,33,100,83
smoothgrad,seg_merge_hm,max,ood/xai-track1-day-night,2,2,0,1,2,96,4,33,100,83
smoothgrad,seg_merge_hm,max,ood/xai-track1-day-night,3,3,0,0,3,96,4,43,100,88
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-10,2,0,2,1,1,0,0,0,0,0
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-10,2,1,1,1,2,96,3,25,50,45
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-10,3,0,3,0,3,0,0,0,0,0
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-10,2,2,0,1,1,96,4,33,100,83
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-10,2,2,0,1,2,96,4,33,100,83
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-10,3,3,0,0,3,96,4,43,100,88
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-100,4,4,0,0,1,97,3,57,100,93
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-100,4,4,0,0,2,97,3,57,100,93
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-100,4,4,0,0,3,97,3,57,100,93
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-100,4,4,0,0,1,96,4,50,100,91
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-100,4,4,0,0,2,96,4,50,100,91
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-100,4,4,0,0,3,96,4,50,100,91
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-20,4,4,0,1,1,97,3,57,100,93
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-20,4,4,0,1,2,97,3,57,100,93
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-20,5,4,1,0,3,96,3,57,80,77
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-20,4,4,0,1,1,96,4,50,100,91
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-20,4,4,0,1,2,96,4,50,100,91
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-20,5,5,0,0,3,96,4,56,100,93
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-40,3,3,0,0,1,97,3,50,100,91
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-40,3,3,0,0,2,97,3,50,100,91
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-40,3,3,0,0,3,97,3,50,100,91
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-40,3,3,0,0,1,96,4,43,100,88
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-40,3,3,0,0,2,96,4,43,100,88
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-40,3,3,0,0,3,96,4,43,100,88
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-50,3,3,0,1,1,97,3,50,100,91
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-50,3,3,0,1,2,97,3,50,100,91
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-50,3,3,0,1,3,97,3,50,100,91
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-50,3,3,0,1,1,96,4,43,100,88
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-50,3,3,0,1,2,96,4,43,100,88
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-50,3,3,0,1,3,96,4,43,100,88
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-60,1,1,0,0,1,97,3,25,100,77
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-60,1,1,0,0,2,97,3,25,100,77
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-60,1,1,0,0,3,97,3,25,100,77
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-60,1,1,0,0,1,96,4,20,100,71
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-60,1,1,0,0,2,96,4,20,100,71
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-60,1,1,0,0,3,96,4,20,100,71
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-70,2,2,0,0,1,97,3,40,100,87
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-70,2,2,0,0,2,97,3,40,100,87
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-70,2,2,0,0,3,97,3,40,100,87
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-70,2,2,0,0,1,96,4,33,100,83
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-70,2,2,0,0,2,96,4,33,100,83
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-70,2,2,0,0,3,96,4,33,100,83
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-80,1,1,0,0,1,97,3,25,100,77
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-80,1,1,0,0,2,97,3,25,100,77
smoothgrad,seg_merge_hm,mean,ood/xai-track1-fog-80,1,1,0,0,3,97,3,25,100,77
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-80,1,1,0,0,1,96,4,20,100,71
smoothgrad,seg_merge_hm,max,ood/xai-track1-fog-80,1,1,0,0,2,96,4,20,100,71
