smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_add_weights_regularisation_mutated0_MP_l1_3_1,5,0,5,0,1,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_add_weights_regularisation_mutated0_MP_l1_3_1,5,0,5,0,2,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_add_weights_regularisation_mutated0_MP_l1_3_1,4,0,4,1,3,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_add_weights_regularisation_mutated0_MP_l1_l2_3_2,19,0,19,3,1,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_add_weights_regularisation_mutated0_MP_l1_l2_3_2,19,0,19,3,2,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_add_weights_regularisation_mutated0_MP_l1_l2_3_2,19,0,19,3,3,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_add_weights_regularisation_mutated0_MP_l2_3_0,16,0,16,3,1,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_add_weights_regularisation_mutated0_MP_l2_3_0,16,0,16,3,2,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_add_weights_regularisation_mutated0_MP_l2_3_0,16,0,16,3,3,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_exponential_4_0,12,0,12,3,1,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_exponential_4_0,12,0,12,3,2,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_exponential_4_0,12,0,12,3,3,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_hard_sigmoid_4_0,7,0,7,1,1,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_hard_sigmoid_4_0,7,0,7,1,2,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_hard_sigmoid_4_0,7,0,7,1,3,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_relu_4_2,16,0,16,2,1,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_relu_4_2,16,0,16,2,2,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_relu_4_2,14,0,14,4,3,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_selu_4_0,7,0,7,0,1,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_selu_4_0,7,0,7,0,2,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_selu_4_0,7,0,7,0,3,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_sigmoid_4_3,12,0,12,3,1,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_sigmoid_4_3,12,0,12,3,2,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_sigmoid_4_3,11,0,11,4,3,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_softmax_4_4,12,0,12,2,1,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_softmax_4_4,12,0,12,2,2,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_softmax_4_4,12,0,12,2,3,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_softsign_4_5,12,0,12,9,1,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_softsign_4_5,12,0,12,9,2,0,0,0,0,0
smoothgrad,avg,mean,C:/Users/Linfe/Downloads/mutants/mutants\udacity_change_activation_function_mutated0_MP_softsign_4_5,10,0,10,11,3,0,0,0,0,0
